,Group,Element,Action,Value,Strategy,XPath
634,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[4]/div[2]/div[1]/label[1]/div[1]/div[1]
635,PEP / FATCA,isSenGovtOfficial,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[4]/div[2]/div[1]/label[1]/input[1]
636,PEP / FATCA,isSenGovtOfficial,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[4]/div[2]/div[1]/label[1]/input[1]
637,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[4]/div[2]/div[1]/label[2]/div[1]/div[1]
638,PEP / FATCA,isSenGovtOfficial,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[4]/div[2]/div[1]/label[2]/input[1]
639,PEP / FATCA,isSenGovtOfficial,Input,false,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[4]/div[2]/div[1]/label[2]/input[1]
640,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[5]/div[2]/div[1]/label[1]/div[1]
641,PEP / FATCA,isSenJudicialOfficial,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[5]/div[2]/div[1]/label[1]/input[1]
642,PEP / FATCA,isSenJudicialOfficial,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[5]/div[2]/div[1]/label[1]/input[1]
643,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[5]/div[2]/div[1]/label[2]/div[1]/div[1]
644,PEP / FATCA,isSenJudicialOfficial,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[5]/div[2]/div[1]/label[2]/input[1]
645,PEP / FATCA,isSenJudicialOfficial,Input,false,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[5]/div[2]/div[1]/label[2]/input[1]
646,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[1]/label[1]/div[1]/div[1]
647,PEP / FATCA,isSenMilitaryOfficial,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[1]/label[1]/input[1]
648,PEP / FATCA,isSenMilitaryOfficial,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[1]/label[1]/input[1]
649,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[1]/label[2]/div[1]/div[1]
650,PEP / FATCA,isSenMilitaryOfficial,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[1]/label[2]/input[1]
651,PEP / FATCA,isSenMilitaryOfficial,Input,false,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[1]/label[2]/input[1]
652,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[7]/div[2]/div[1]/label[1]/div[1]/div[1]
653,PEP / FATCA,isSenExecSOC,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[7]/div[2]/div[1]/label[1]/input[1]
654,PEP / FATCA,isSenExecSOC,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[7]/div[2]/div[1]/label[1]/input[1]
655,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[7]/div[2]/div[1]/label[2]/div[1]/div[1]
656,PEP / FATCA,isSenExecSOC,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[7]/div[2]/div[1]/label[2]/input[1]
657,PEP / FATCA,isSenExecSOC,Input,false,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[7]/div[2]/div[1]/label[2]/input[1]
658,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[8]/div[2]/div[1]/label[1]/div[1]/div[1]
659,PEP / FATCA,isImpPPO,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[8]/div[2]/div[1]/label[1]/input[1]
660,PEP / FATCA,isImpPPO,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[8]/div[2]/div[1]/label[1]/input[1]
661,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[8]/div[2]/div[1]/label[2]/div[1]
662,PEP / FATCA,isImpPPO,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[8]/div[2]/div[1]/label[2]/input[1]
663,PEP / FATCA,isImpPPO,Input,false,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[8]/div[2]/div[1]/label[2]/input[1]
664,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[9]/div[2]/div[1]/label[1]/div[1]/div[1]
665,PEP / FATCA,isImmediateFamily,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[9]/div[2]/div[1]/label[1]/input[1]
666,PEP / FATCA,isImmediateFamily,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[9]/div[2]/div[1]/label[1]/input[1]
667,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[9]/div[2]/div[1]/label[2]/div[1]/div[1]
668,PEP / FATCA,isImmediateFamily,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[9]/div[2]/div[1]/label[2]/input[1]
669,PEP / FATCA,isImmediateFamily,Input,false,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[9]/div[2]/div[1]/label[2]/input[1]
670,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[10]/div[2]/div[1]/label[1]/div[1]/div[1]
671,PEP / FATCA,isMemberOfSeniorManagement,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[10]/div[2]/div[1]/label[1]/input[1]
672,PEP / FATCA,isMemberOfSeniorManagement,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[10]/div[2]/div[1]/label[1]/input[1]
673,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[10]/div[2]/div[1]/label[2]/div[1]/div[1]
674,PEP / FATCA,isMemberOfSeniorManagement,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[10]/div[2]/div[1]/label[2]/input[1]
675,PEP / FATCA,isMemberOfSeniorManagement,Input,false,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[10]/div[2]/div[1]/label[2]/input[1]
676,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[11]/div[2]/div[1]/label[1]/div[1]/div[1]
677,PEP / FATCA,isPepAssociate,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[11]/div[2]/div[1]/label[1]/input[1]
678,PEP / FATCA,isPepAssociate,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[11]/div[2]/div[1]/label[1]/input[1]
679,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[11]/div[2]/div[1]/label[2]/div[1]/div[1]
680,PEP / FATCA,isPepAssociate,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[11]/div[2]/div[1]/label[2]/input[1]
681,PEP / FATCA,isPepAssociate,Input,false,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[11]/div[2]/div[1]/label[2]/input[1]
682,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/label[1]/div[1]
683,PEP / FATCA,isCitizenOfOtherCountry,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/label[1]/input[1]
684,PEP / FATCA,isCitizenOfOtherCountry,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/label[1]/input[1]
685,PEP / FATCA,Select Country,click,,class,"//button[contains(@class, ""lg:w-full"")]"
686,PEP / FATCA,Search...,click,,data-testid,"//*[@data-testid=""search-input""]"
687,PEP / FATCA,UNITED STATES OF AMERICA,click,,data-testid,"//*[@data-testid=""option-0""]"
688,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/label[2]/div[1]/div[1]
689,PEP / FATCA,isCitizenOfOtherCountry,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/label[2]/input[1]
690,PEP / FATCA,isCitizenOfOtherCountry,Input,false,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/label[2]/input[1]
691,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/label[1]/div[1]/div[1]
692,PEP / FATCA,isGreenCardHolder,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/label[1]/input[1]
693,PEP / FATCA,isGreenCardHolder,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/label[1]/input[1]
694,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/label[2]/div[1]/div[1]
695,PEP / FATCA,isGreenCardHolder,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/label[2]/input[1]
696,PEP / FATCA,isGreenCardHolder,Input,false,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/label[2]/input[1]
697,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[4]/div[1]/div[1]/label[1]/div[1]/div[1]
698,PEP / FATCA,isGranteePOA,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[4]/div[1]/div[1]/label[1]/input[1]
699,PEP / FATCA,isGranteePOA,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[4]/div[1]/div[1]/label[1]/input[1]
700,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[4]/div[1]/div[1]/label[2]/div[1]/div[1]
701,PEP / FATCA,isGranteePOA,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[4]/div[1]/div[1]/label[2]/input[1]
702,PEP / FATCA,isGranteePOA,Input,false,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[4]/div[1]/div[1]/label[2]/input[1]
703,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[5]/div[1]/div[1]/label[1]/div[1]/div[1]
704,PEP / FATCA,hasStandingInstructIncome,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[5]/div[1]/div[1]/label[1]/input[1]
705,PEP / FATCA,hasStandingInstructIncome,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[5]/div[1]/div[1]/label[1]/input[1]
706,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[5]/div[1]/div[1]/label[2]/div[1]/div[1]
707,PEP / FATCA,hasStandingInstructIncome,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[5]/div[1]/div[1]/label[2]/input[1]
708,PEP / FATCA,hasStandingInstructIncome,Input,false,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[5]/div[1]/div[1]/label[2]/input[1]
709,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[6]/div[1]/div[1]/label[1]/div[1]/div[1]
710,PEP / FATCA,isDisclosureTaxResidency,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[6]/div[1]/div[1]/label[1]/input[1]
711,PEP / FATCA,isDisclosureTaxResidency,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[6]/div[1]/div[1]/label[1]/input[1]
712,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[6]/div[1]/div[1]/label[2]/div[1]/div[1]
713,PEP / FATCA,isDisclosureTaxResidency,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[6]/div[1]/div[1]/label[2]/input[1]
714,PEP / FATCA,isDisclosureTaxResidency,Input,false,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[6]/div[1]/div[1]/label[2]/input[1]
715,PEP / FATCA,Select Country,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[7]/div[2]/div[1]/button[1]
716,PEP / FATCA,UNITED STATES OF AMERICA,click,,data-testid,"//*[@data-testid=""option-0""]"
717,PEP / FATCA,ssnNo1,click,,id,"//*[@id=""ssnNo1""]"
718,PEP / FATCA,ssnNo2,click,,id,"//*[@id=""ssnNo2""]"
719,PEP / FATCA,ssnNo2,Input,124-58-5465,id,"//*[@id=""ssnNo2""]"
720,PEP / FATCA,Save & Continue,click,,data-testid+text,"//*[@data-testid=""button"" and contains(., ""Save & Continue"")]"
721,PDF / Other Documents,View PDF,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/button[1]
722,PDF / Other Documents,View PDF,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[2]/button[1]
723,PDF / Other Documents,View PDF,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[3]/button[1]
724,PDF / Other Documents,View PDF,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[4]/button[1]
725,PDF / Other Documents,View PDF,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[5]/button[1]
726,PDF / Other Documents,View PDF,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[6]/button[1]
727,PDF / Other Documents,Select File,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[2]/div[1]/div[1]/div[1]/label[1]
728,PDF / Other Documents,1.-job-letter-(less-than-3-months-old),click,,id,"//*[@id=""1.-job-letter-(less-than-3-months-old)""]"
729,PDF / Other Documents,1.-job-letter-(less-than-3-months-old),Input,C:\fakepath\FlowBill.jpg,id,"//*[@id=""1.-job-letter-(less-than-3-months-old)""]"
730,PDF / Other Documents,Select File,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[2]/div[1]/div[2]/div[1]/label[1]
731,PDF / Other Documents,2.-pay-slip-(less-than-1-month-old),click,,id,"//*[@id=""2.-pay-slip-(less-than-1-month-old)""]"
732,PDF / Other Documents,2.-pay-slip-(less-than-1-month-old),Input,C:\fakepath\FlowBill.jpg,id,"//*[@id=""2.-pay-slip-(less-than-1-month-old)""]"
733,PDF / Other Documents,Add New Field,click,,class,"//button[contains(@class, ""lg:ml-5"")]"
734,PDF / Other Documents,Enter Document Name,click,,placeholder,"//input[@placeholder=""Enter Document Name""]"
735,PDF / Other Documents,Select File,click,,class,"//label[contains(@class, ""h-10"")]"
736,PDF / Other Documents,Submit,click,,data-testid,"//*[@data-testid=""button""]"
737,PDF / Other Documents,otp-input-0,click,,id,"//*[@id=""otp-input-0""]"
738,PDF / Other Documents,otp-input-0,Input,1,id,"//*[@id=""otp-input-0""]"
739,PDF / Other Documents,otp-input-1,Input,2,id,"//*[@id=""otp-input-1""]"
740,PDF / Other Documents,otp-input-2,Input,1,id,"//*[@id=""otp-input-2""]"
741,PDF / Other Documents,otp-input-3,Input,2,id,"//*[@id=""otp-input-3""]"
742,PDF / Other Documents,otp-input-4,Input,1,id,"//*[@id=""otp-input-4""]"
743,PDF / Other Documents,otp-input-5,Input,2,id,"//*[@id=""otp-input-5""]"
744,PDF / Other Documents,Verify OTP,click,,data-testid,"//*[@data-testid=""submit-button""]"
